G,Date,,,,,Opponent,,,Tm,Opp,W,L,Streak,Notes
56,Sun Feb 21 2016,5:00p ET,,Box Score,,Boston Celtics,L,,101,121,22,34,L 2,
57,Tue Feb 23 2016,9:00p ET,,Box Score,,Sacramento Kings,L,,110,114,22,35,L 3,
58,Wed Feb 24 2016,10:30p ET,,Box Score,@,Los Angeles Clippers,W,,87,81,23,35,W 1,
59,Fri Feb 26 2016,8:30p ET,,Box Score,@,Dallas Mavericks,L,OT,116,122,23,36,L 1,
60,Mon Feb 29 2016,9:00p ET,,Box Score,,Memphis Grizzlies,L,,96,103,23,37,L 2,
61,Wed Mar 2 2016,9:00p ET,,Box Score,,Los Angeles Lakers,W,,117,107,24,37,W 1,
62,Fri Mar 4 2016,9:00p ET,,Box Score,,Brooklyn Nets,L,OT,120,121,24,38,L 1,
63,Sun Mar 6 2016,5:00p ET,,Box Score,,Dallas Mavericks,W,OT,116,114,25,38,W 1,
64,Tue Mar 8 2016,9:00p ET,,Box Score,,New York Knicks,W,,110,94,26,38,W 2,
65,Thu Mar 10 2016,9:00p ET,,Box Score,,Phoenix Suns,W,,116,98,27,38,W 3,
66,Sat Mar 12 2016,9:30p ET,,Box Score,,Washington Wizards,W,,116,100,28,38,W 4,
67,Mon Mar 14 2016,7:30p ET,,Box Score,@,Miami Heat,L,,119,124,28,39,L 1,
68,Tue Mar 15 2016,7:00p ET,,Box Score,@,Orlando Magic,L,,110,116,28,40,L 2,
69,Thu Mar 17 2016,8:00p ET,,Box Score,@,Atlanta Hawks,L,,98,116,28,41,L 3,
70,Sat Mar 19 2016,6:00p ET,,Box Score,@,Charlotte Hornets,W,,101,93,29,41,W 1,
71,Mon Mar 21 2016,7:00p ET,,Box Score,@,Cleveland Cavaliers,L,,91,124,29,42,L 1,
72,Wed Mar 23 2016,9:00p ET,,Box Score,,Philadelphia 76ers,W,,104,103,30,42,W 1,
73,Fri Mar 25 2016,10:30p ET,,Box Score,@,Los Angeles Lakers,W,,116,105,31,42,W 2,
74,Sun Mar 27 2016,3:30p ET,,Box Score,@,Los Angeles Clippers,L,,90,105,31,43,L 1,
75,Mon Mar 28 2016,9:00p ET,,Box Score,,Dallas Mavericks,L,,88,97,31,44,L 2,
76,Wed Mar 30 2016,8:00p ET,,Box Score,@,Memphis Grizzlies,W,,109,105,32,44,W 1,
77,Thu Mar 31 2016,8:00p ET,,Box Score,@,New Orleans Pelicans,L,,95,101,32,45,L 1,
78,Sat Apr 2 2016,9:00p ET,,Box Score,,Sacramento Kings,L,,106,115,32,46,L 2,
79,Tue Apr 5 2016,9:00p ET,,Box Score,,Oklahoma City Thunder,L,,102,124,32,47,L 3,
80,Fri Apr 8 2016,9:00p ET,,Box Score,,San Antonio Spurs,W,,102,98,33,47,W 1,
81,Sun Apr 10 2016,5:00p ET,,Box Score,,Utah Jazz,L,,84,100,33,48,L 1,
82,Wed Apr 13 2016,10:30p ET,,Box Score,@,Portland Trail Blazers,L,,99,107,33,49,L 2,
